epoch,out_0,out_1,step,train_loss
24,-0.24935901165008545,-0.26913022994995117,49,1.6106915473937988
49,-0.2186259925365448,-0.23643673956394196,99,1.5287758111953735
74,-0.19124749302864075,-0.20742186903953552,149,1.4578676223754883
99,-0.16677948832511902,-0.18159158527851105,199,1.3961588144302368
124,-0.1448252648115158,-0.1585034877061844,249,1.342130422592163
149,-0.12503260374069214,-0.13776634633541107,299,1.2945122718811035
174,-0.10709000378847122,-0.11903692781925201,349,1.2522436380386353
199,-0.09072166681289673,-0.10201415419578552,399,1.2144352197647095
224,-0.07568202167749405,-0.08643264323472977,449,1.1803359985351562
249,-0.06174995005130768,-0.07205608487129211,499,1.1493041515350342
274,-0.048723310232162476,-0.058670684695243835,549,1.1207835674285889
299,-0.03641344606876373,-0.04607926681637764,599,1.0942819118499756
324,-0.02464008890092373,-0.03409520536661148,649,1.0693528652191162
349,-0.01322611141949892,-0.022536925971508026,699,1.0455816984176636
374,-0.0019919080659747124,-0.011221645399928093,749,1.022569179534912
399,0.009250571019947529,4.1007901018019766e-05,799,0.9999179840087891
424,0.02070438861846924,0.011456137523055077,849,0.9772189855575562
449,0.03259439766407013,0.023250805214047432,899,0.9540389776229858
474,0.04517415910959244,0.035681892186403275,949,0.9299094080924988
499,0.058731239289045334,0.04904220253229141,999,0.9043207168579102
524,0.07358788698911667,0.06366238743066788,1049,0.8767280578613281
549,0.09009283035993576,0.07990439236164093,1099,0.8465759754180908
574,0.10859549790620804,0.09813710302114487,1149,0.8133566975593567
599,0.12939488887786865,0.11868663877248764,1199,0.7767132520675659
624,0.15265482664108276,0.14175203442573547,1249,0.7365896105766296
649,0.17829370498657227,0.16729305684566498,1299,0.6934008002281189
674,0.2058851271867752,0.19492457807064056,1349,0.648146390914917
699,0.234638512134552,0.22388669848442078,1399,0.6023517847061157
724,0.2635140120983124,0.25314804911613464,1449,0.5577877759933472
749,0.29144495725631714,0.2816232144832611,1499,0.5160651803016663
774,0.31755924224853516,0.30840060114860535,1549,0.478309690952301
799,0.3413013517856598,0.33287733793258667,1599,0.4450526535511017
824,0.3624354600906372,0.35477420687675476,1649,0.41631627082824707
849,0.3809730112552643,0.3740691840648651,1699,0.39178934693336487
874,0.39708060026168823,0.39090704917907715,1749,0.3709942102432251
899,0.41100171208381653,0.40551891922950745,1799,0.3534078001976013
924,0.42300328612327576,0.4181661903858185,1849,0.33853062987327576
949,0.4333452582359314,0.42910778522491455,1899,0.32591792941093445
974,0.44226396083831787,0.438581645488739,1949,0.3151905834674835
999,0.4499676525592804,0.44679903984069824,1999,0.30603131651878357
1024,0.45663556456565857,0.45394274592399597,2049,0.298178493976593
1049,0.46241992712020874,0.4601687490940094,2099,0.29141780734062195
1074,0.46744972467422485,0.4656095802783966,2149,0.28557315468788147
1099,0.471833199262619,0.47037675976753235,2199,0.2805007994174957
1124,0.4756617546081543,0.474564790725708,2249,0.2760821580886841
1149,0.47901254892349243,0.47825342416763306,2299,0.2722194790840149
1174,0.4819503724575043,0.4815099537372589,2349,0.2688319683074951
1199,0.4845305383205414,0.4843916594982147,2399,0.2658519446849823
1224,0.48679983615875244,0.48694735765457153,2449,0.2632230222225189
1249,0.4887981414794922,0.48921844363212585,2499,0.26089775562286377
1274,0.49055951833724976,0.491240531206131,2549,0.2588362395763397
1299,0.4921134412288666,0.4930441379547119,2599,0.2570042312145233
1324,0.49348512291908264,0.4946556091308594,2649,0.25537294149398804
1349,0.4946960210800171,0.49609771370887756,2699,0.25391754508018494
1374,0.49576535820961,0.49739018082618713,2749,0.25261667370796204
1399,0.49670934677124023,0.49855008721351624,2799,0.2514520585536957
1424,0.49754229187965393,0.4995925724506378,2849,0.2504076361656189
1449,0.4982767105102539,0.500530481338501,2899,0.2494698017835617
1474,0.4989234507083893,0.5013754963874817,2949,0.24862639605998993
1499,0.49949219822883606,0.5021376013755798,2999,0.24786697328090668
1524,0.49999135732650757,0.5028256177902222,3049,0.24718236923217773
1549,0.5004281997680664,0.5034474730491638,3099,0.24656441807746887
1574,0.5008095502853394,0.5040101408958435,3149,0.24600593745708466
1599,0.5011411309242249,0.5045197010040283,3199,0.24550072848796844
1624,0.5014280676841736,0.504981517791748,3249,0.2450432926416397
1649,0.5016748905181885,0.505400538444519,3299,0.24462862312793732
1674,0.5018857717514038,0.5057811141014099,3349,0.2442523092031479
1699,0.5020642876625061,0.5061269402503967,3399,0.24391059577465057
1724,0.502213716506958,0.5064417123794556,3449,0.2435997873544693
1749,0.502336859703064,0.5067282915115356,3499,0.24331697821617126
1774,0.5024363994598389,0.506989598274231,3549,0.24305926263332367
1799,0.5025146007537842,0.5072280168533325,3599,0.2428242266178131
1824,0.5025734901428223,0.5074458718299866,3649,0.24260957539081573
1849,0.5026150345802307,0.5076450109481812,3699,0.24241343140602112
1874,0.5026408433914185,0.5078274011611938,3749,0.24223387241363525
1899,0.5026524066925049,0.5079947113990784,3799,0.24206919968128204
1924,0.502651035785675,0.508148193359375,3849,0.24191820621490479
1949,0.502638041973114,0.5082893371582031,3899,0.2417793720960617
1974,0.5026143789291382,0.508419394493103,3949,0.2416514903306961
1999,0.5025811791419983,0.5085393190383911,3999,0.24153360724449158
